ADDRESS,ZIP CODE,SALE PRICE,SALE DATE
169-05 26TH   AVENUE,11358,2900000,2017-02-24
136-10 BOOTH MEMORIAL AVE,11355,1857250,2017-06-02
FARRINGTON STREET,0,550000,2016-11-02
34-09 COLLEGE POINT BLVD,11354,21000000,2016-11-18
34-48 LINDEN PLACE,11354,3000000,2017-03-28
35TH   AVENUE,11354,19000000,2017-08-02
131-27 FOWLER AVENUE,11355,9272250,2016-11-10
JANET PLACE,11354,36031625,2016-12-02
131-01 ROOSEVELT AVENUE,11354,64882140,2016-12-02
135-09 37 AVENUE,11354,2700000,2017-04-07
41-60 KISSENA BLVD.,11355,17000000,2017-07-26
35-56 159TH STREET,0,4500000,2017-02-10
133-22 41ST ROAD,11355,6000000,2017-07-27
154-02 35TH   AVENUE,11354,995000,2016-12-07
35-05 162ND   STREET,11358,2500000,2017-06-14
132-15 34 AVENUE,11354,4250000,2017-02-17
35-32 COLLEGE POINT BLVD,11355,11750000,2016-09-15
133-42 39TH   AVENUE,11354,2640000,2016-12-08
33-70 PRINCE STREET,11354,1000,2017-03-08
33-70 PRINCE STREET,11354,180000,2017-06-27
33-70 PRINCE STREET,11354,222007,2016-12-08
33-70 PRINCE STREET,11354,345000,2016-12-13
33-70 PRINCE STREET,11354,59000,2016-11-07
136-21 LATIMER PLACE,11354,3296800,2017-03-31
136-33 37TH   AVENUE,11354,3908226,2017-06-20
136-33 37TH   AVENUE,11354,2215037,2017-07-28
136-33 37TH   AVENUE,11354,1440865,2017-06-21
136-33 37TH AVENUE,11354,1762833,2017-05-15
36-09 MAIN STREET,11354,535730,2016-09-26
38-25 MAIN STREET,11354,1700000,2017-01-06
13620 38TH AVENUE,11354,1960000,2017-08-14
38-25 MAIN STREET,11354,1648000,2016-09-16
38-08 UNION STREET,11354,1537127,2017-07-31
138-35 39TH AVENUE,11354,1952654,2017-06-09
39TH   AVENUE,11354,2365784,2017-06-22
39TH   AVENUE,11354,2527987,2017-06-09
39TH   AVENUE,11354,2434275,2017-05-26
39TH   AVENUE,11354,2901380,2017-06-05
39TH   AVENUE,11354,2579830,2017-06-16
38-08 UNION STREET,11354,3353588,2017-07-21
39TH   AVENUE,11354,2262973,2017-06-20
138-35 39TH   AVENUE,11354,2830096,2017-05-02
138-35 39TH AVENUE,11354,1424835,2017-07-06
39TH   AVENUE,11354,3672925,2017-06-08
138-35 39TH   AVENUE,11354,3476168,2017-05-18
138-35 39TH   AVENUE,11354,2498356,2017-05-10
138-35 39TH   AVENUE,11354,3970583,2017-05-12
138-35 39TH   AVENUE,11354,4444705,2017-04-25
138-35 39TH   AVENUE,11354,4110697,2017-04-25
39TH   AVENUE,11354,2729156,2017-06-27
138-35 39TH   AVENUE,11354,1882373,2017-04-21
138-35 39TH   AVENUE,11354,2693710,2017-05-03
138-35 39TH   AVENUE,11354,2484035,2017-06-15
38-08 UNION STREET,11354,2208536,2017-07-24
38-08 UNION STREET,11354,1594827,2017-06-09
39TH   AVENUE,11354,2323213,2017-06-26
39TH   AVENUE,11354,2320123,2017-06-26
138-35 39TH   AVENUE,11354,1771124,2017-05-16
138-35 39TH   AVENUE,11354,7136197,2017-05-04
39TH   AVENUE,11354,1888576,2017-05-25
38-08 UNION STREET,11354,2040686,2017-08-11
138-35 39TH AVENUE,11354,2335576,2017-07-10
39TH   AVENUE,11354,2727971,2017-06-26
38-08 UNION STREET,11354,2505826,2017-07-13
39TH   AVENUE,11354,2759867,2017-06-08
39TH   AVENUE,11354,1891077,2017-07-12
138-35 39TH   AVENUE,11354,1724638,2017-05-03
138-35 39TH   AVENUE,11354,2346909,2017-05-03
38-08 UNION STREET,11354,1799805,2017-08-11
39TH   AVENUE,11354,2469509,2017-07-17
39TH   AVENUE,11354,1619553,2017-05-26
138-35 39TH   AVENUE,11354,1733910,2017-05-03
38-08 UNION STREET,11354,2549406,2017-07-13
39TH   AVENUE,11354,2532011,2017-06-19
38-08 UNION STREET,11354,1911357,2017-07-12
39TH   AVENUE,11354,2052431,2017-06-05
39TH   AVENUE,11354,2732361,2017-06-28
39TH   AVENUE,11354,2769940,2017-06-28
39TH   AVENUE,11354,1814147,2017-06-02
38-08 UNION STREET,11354,2730938,2017-07-17
39TH   AVENUE,11354,1594827,2017-06-05
138-35 39TH   AVENUE,11354,1707124,2017-04-26
138-35 39TH   AVENUE,11354,2323213,2017-04-26
138-35 39TH   AVENUE,11354,2320123,2017-04-24
39TH   AVENUE,11354,1603069,2017-06-06
39TH   AVENUE,11354,1715366,2017-06-30
39TH   AVENUE,11354,2335576,2017-06-23
38-08 UNION STREET,11354,2199583,2017-06-29
138-35 39TH   AVENUE,11354,1400109,2017-05-12
138-35 39TH   AVENUE,11354,1580403,2017-05-15
38-08 UNION STREET,11354,1719013,2017-08-03
38-08 UNION STREET,11354,2210916,2017-08-10
39TH   AVENUE,11354,1588645,2017-06-15
39TH   AVENUE,11354,1588645,2017-06-15
138-35 39TH   AVENUE,11354,1471197,2017-05-17
38-08 UNION STREET,11354,1767909,2017-07-18
136-40 39TH   AVENUE,11354,800000,2016-10-18
136-40 39TH   AVENUE,11354,800000,2016-10-18
136-40 39TH   AVENUE,11354,1019947,2017-04-21
139-76 35TH   AVENUE,11354,250000,2017-01-13
133-47 SANFORD AVENUE,11355,1250000,2017-01-30
144-23 BARCLAY AVENUE,11355,248000,2016-09-28
147-45 BARCLAY AVENUE,11355,218923,2016-11-23
40-22 COLLEGE POINT BLVD,11354,1061672,2017-07-10
131-07 40TH   ROAD,11354,1410772,2016-10-05
131-07 40TH ROAD,11354,1540223,2017-03-10
131-07 40TH ROAD,11354,1172939,2017-03-10
40-22 COLLEGE POINT BLVD,11354,952981,2017-02-28
40-22 COLLEGE POINT BLVD,11354,1305996,2016-11-21
40-22 COLLEGE POINT BLVD,11354,1970198,2016-11-21
132-18 AVERY AVENUE,11355,60000,2017-07-31
134-43 MAPLE AVENUE,11355,1130000,2017-04-28
136-30 MAPLE AVENUE,11355,810000,2016-09-30
136-30 MAPLE AVENUE,11355,820000,2017-04-03
43-43 KISSENA BOULEVARD,11355,525000,2016-12-02
138-31 58TH   ROAD,11355,772687,2017-06-14
136-21 LATIMER PLACE,11354,71277,2017-04-11
136-21 LATIMER PLACE,11354,35490,2017-04-11
136-21 LATIMER PLACE,11354,35490,2017-04-11
32-15 LEAVITT STREET,11354,3012,2016-12-13
32-15 LEAVITT STREET,11354,25350,2016-12-13
35-45 LEAVITT STREET,11354,22000,2017-02-03
35-45 LEAVITT STREET,11354,1000,2016-09-01
35-45 LEAVITT STREET,11354,22000,2017-02-03
35-45 LEAVITT STREET,11354,1000,2016-09-15
139-87 35TH   AVENUE,11354,30000,2017-03-02
139-39 35TH AVENUE,11354,63000,2017-02-06
36-25 UNION STREET,11354,20040,2016-09-30
142-28 37TH   AVENUE,11354,75000,2017-05-04
132-03 SANFORD AVENUE,11355,3975000,2017-06-28
132-03 SANFORD AVENUE,11355,2600000,2016-12-28
149-23 SANFORD AVENUE,11355,30000,2016-09-15
41-42 COLLEGE POINT BLVD,11355,50700,2017-03-06
132-36 POPLE AVENUE,11355,51500,2017-03-21
132-29 BLOSSOM AVENUE,11355,30000,2017-07-14
138-35 ELDER AVENUE,11355,1000,2017-03-31
138-35 ELDER AVENUE,11355,688000,2016-09-09
138-35 ELDER AVENUE,11355,7000,2017-08-02
138-35 ELDER AVENUE,11355,1000,2017-03-31
138-35 ELDER AVENUE,11355,30000,2016-09-12
138-35 ELDER AVENUE,11355,30000,2017-02-03
43-17 UNION STREET,11355,50000,2017-08-28
141-18 CHERRY AVENUE,11355,500,2016-09-01
141-18 CHERRY AVENUE,11355,24500,2017-05-18
42-58 157TH   STREET,11355,7000,2016-11-23
130-14 60TH   AVENUE,11355,17500,2017-06-28
39-07 PRINCE STREET,11354,5330000,2017-04-06
134-40 CHERRY AVENUE,11355,3914950,2016-12-16
62-20 136 STREET,11367,815000,2017-07-31
62-08 138TH   STREET,11367,955000,2017-07-12
136-12 62ND   ROAD,11367,800000,2017-05-30
63-31 137TH STREET,11367,900000,2016-09-20
138-51 63RD   AVENUE,11367,995000,2017-03-29
138-59 64TH AVE,11367,678000,2016-09-19
138-19 64TH   AVENUE,11367,670000,2016-10-17
146-11 REEVES AVENUE,11367,700000,2017-02-16
61-47 148TH PLACE,11367,580000,2017-02-08
61-44 150TH STREET,11367,515000,2016-09-12
150-42 61ST ROAD,11367,615000,2016-10-06
61-39 150TH   STREET,11367,625000,2017-05-16
141-15 68TH   DRIVE,11367,868000,2017-08-02
140-01 69TH AVENUE,11367,935000,2017-08-28
141-02 68TH DRIVE,11367,750000,2017-03-22
141-26 68TH   DRIVE,11367,600000,2017-07-25
141-30 68TH   DRIVE,11367,760000,2017-05-16
140-41 69TH   AVENUE,11367,600000,2017-04-06
14010 69 ROAD,11367,664000,2016-09-20
64-15 136TH   STREET,11367,785000,2016-10-31
64-16 138TH   STREET,11367,900000,2017-07-11
64-24 138TH   STREET,11367,725000,2017-06-15
64-12 136TH STREET,11367,700000,2017-01-24
136-18 64TH   ROAD,11367,610000,2016-09-26
138-62 64 AVENUE,11367,750000,2017-08-18
144-30 GRAVETT ROAD,11367,735000,2017-01-13
144-42 68TH   ROAD,11367,995000,2016-12-12
68-32 147TH   STREET,11367,918000,2017-04-26
68-66 147TH STREET,11367,1250000,2017-07-06
68-15 147 STREET,11367,915000,2017-06-09
136-02 76TH   ROAD,11367,1350000,2017-02-14
135-43 77TH   AVENUE,11367,780000,2017-03-28
70-43 137TH   STREET,11367,395000,2017-08-07
137-20 70TH   ROAD,11367,700000,2016-11-30
137-28 70TH ROAD,11367,494571,2017-05-31
137-48 70TH   ROAD,11367,765000,2016-09-23
136-57 71ST   ROAD,11367,702500,2016-10-11
136-70 71ST ROAD,11367,720000,2016-10-19
72-40 141ST STREET,11367,935000,2017-05-11
72-66 141ST STREET,11367,750000,2017-07-12
137-08 72ND   ROAD,11367,1300000,2017-04-26
7228 139TH STREET,11367,1040000,2017-05-25
137-49 75TH ROAD,11367,825000,2017-06-08
137-50 75TH ROAD,11367,750000,2017-05-24
137-19 76TH AVENUE,11367,1600000,2017-08-21
75-23 141 PLACE,11367,775000,2016-10-14
75-21 141ST   PLACE,11367,740000,2017-01-27
73-49 141ST   PLACE,11367,875000,2017-06-27
73-47 141ST   PLACE,11367,770000,2016-11-07
76-12 VLEIGH PLACE,11367,685000,2016-11-16
138-19 77TH AVENUE,11367,670000,2017-02-13
138-62 78TH RD,11367,800000,2017-01-13
138-09 UNION TURNPIKE,11367,925000,2017-02-16
141-31 70TH   ROAD,11367,850000,2017-02-07
141-31 72ND   AVENUE,11367,755000,2016-10-05
141-57 72ND   CRESCENT,11367,810000,2017-08-23
141-57 72ND   CRESCENT,11367,625000,2017-04-20
141-27 73RD   TERRACE,11367,893000,2016-09-30
76-45 VLEIGH PLACE,11367,685000,2016-12-29
144-16 69TH   AVENUE,11367,555000,2017-02-03
144-23 69TH ROAD,11367,965000,2017-01-25
14403 69 ROAD,11367,900000,2017-08-21
144-31 72ND   ROAD,11367,675000,2017-03-13
144-43 73RD   AVENUE,11367,785000,2017-07-18
144-44 73RD AVENUE,11367,700000,2017-07-10
144-37 76TH ROAD,11367,700000,2017-05-30
144-27 76TH   ROAD,11367,680000,2016-11-21
144-53 77TH   AVENUE,11367,630000,2016-12-30
147-51 71 AVENUE,11367,690000,2016-11-07
147-02 70TH   ROAD,11367,900000,2017-01-24
147-11 73RD  AVENUE,11367,850000,2016-09-01
7513 147TH STREET,11367,750000,2016-09-09
147-07 77TH   AVENUE,11367,675000,2016-11-30
147-46 77TH   AVENUE,11367,700000,2017-07-05
150-63 77TH   AVENUE,11367,730000,2017-05-25
150-40 76TH ROAD,11367,500000,2017-05-16
150-28 77TH AVENUE,11367,655000,2016-10-20
150-50 77TH   AVENUE,11367,660000,2017-03-02
150-35 78TH AVENUE,11367,740000,2017-02-03
150-18 77TH ROAD,11367,693000,2016-12-06
150-52 77TH ROAD,11367,638000,2016-09-29
15031 78TH ROAD,11367,785000,2017-03-16
150-30 78 ROAD,11367,670000,2016-10-18
154-17 65TH   AVENUE,11367,786000,2016-11-18
154-24 HOR HARDING EP SR S,11367,795000,2017-06-12
154-24 HORACE HARDING EXPRE,11367,694500,2017-01-12
61-26 156TH STREET,11367,869000,2017-04-05
61-36 157TH   STREET,11367,499000,2017-02-06
158-16 65 AVE,11365,632000,2016-09-15
61-31 PARSONS BOULEVARD,11365,360000,2017-07-28
159-11 65TH   AVENUE,11365,750000,2016-11-08
153-38 76TH ROAD,11367,760000,2016-11-16
153-15 77TH   AVENUE,11367,710000,2016-11-15
153-16 77TH   AVENUE,11367,900000,2017-06-08
153-35 77 ROAD,11367,720000,2016-11-03
153-05 77TH   ROAD,11367,700000,2016-12-21
153-38 77TH ROAD,11367,698000,2017-06-01
153-39 78TH   AVENUE,11367,705000,2016-09-27
153-10 78 AVE,11367,702500,2016-11-15
153-01 78 ROAD,11367,790000,2016-12-19
153-08 79TH AVENUE,11367,520000,2017-03-21
158-34 75TH AVENUE,11366,750000,2016-12-29
158-23 78TH   AVENUE,11366,685000,2016-10-20
161-04 72ND   AVENUE,11365,776000,2017-07-31
160-16 73RD AVENUE,11366,740000,2016-11-30
76-04 162ND STREET,11366,935000,2017-06-22
160-23 77TH   AVENUE,11366,720000,2017-01-10
160-10 76TH ROAD,11366,387500,2017-04-26
16010 76 ROAD,11366,775000,2016-09-28
160-32 76TH   ROAD,11366,815000,2017-06-30
7504 164TH STREET,11366,789500,2016-09-07
162-25 76TH   AVENUE,11366,928000,2017-03-01
61-19 164TH   STREET,11365,708000,2017-04-03
65-12 165TH STREET,11365,800000,2017-03-08
65-47 167 STREET,11365,950000,2017-04-03
65-11 170TH   STREET,11365,915000,2017-01-11
65-12 171ST   STREET,11365,820000,2017-05-26
171-10 65TH   AVENUE,11365,815000,2016-10-27
65-28 172ND   STREET,11365,835000,2016-10-17
65-49 172ND STREET,11365,840000,2016-11-30
65-04 174TH STREET,11365,785000,2016-10-18
65-48 174TH   STREET,11365,960000,2017-05-02
65-35 174TH   STREET,11365,872000,2016-12-13
166-03 69TH   AVENUE,11365,60000,2016-12-21
67-53 168TH   STREET,11365,900000,2017-01-13
67-21 169TH   STREET,11365,670000,2017-06-20
67-14 170TH   STREET,11365,815000,2017-04-04
67-42 170 STREET,11365,920000,2017-07-26
171-11 69TH   AVENUE,11365,970000,2017-06-26
68-09 171ST   STREET,11365,820000,2016-11-02
67-27 171ST   STREET,11365,825000,2017-07-13
67-05 172ND   STREET,11365,760000,2016-10-24
67-34 173RD   STREET,11365,875000,2017-06-29
67-34 174TH   STREET,11365,850000,2017-05-01
68-12 UTOPIA PARKWAY,11365,670000,2017-07-24
68-24 UTOPIA PARKWAY,11365,728000,2017-06-13
70-24 165TH STREET,11365,479722,2016-11-11
166-13 JEWEL AVE,11365,755000,2016-09-20
69-28 168TH STREET,11365,350000,2016-09-16
69-33 167TH   STREET,11365,830000,2017-07-19
69-29 167 STREET,11365,760000,2017-04-24
167-11 71ST AVENUE,11365,650000,2017-08-18
167-11 71ST   AVENUE,11365,650000,2016-12-05
69-18 170TH   STREET,11365,841900,2016-11-17
168-14 JEWEL AVENUE,11365,845000,2017-06-22
70-11 169TH   STREET,11365,885000,2017-05-30
70-16 171ST STREET,11365,650000,2017-02-22
69-16 173RD   STREET,11365,762200,2017-06-16
69-37 174 STREET,11365,728000,2017-06-19
69-02 175TH STREET,11365,765000,2017-08-16
69-16 175TH   STREET,11365,710000,2017-04-25
69-26 175TH STREET,11365,650000,2017-08-28
69-09 175TH STREET,11365,760000,2017-03-30
71-24 165TH   STREET,11365,880000,2017-02-17
71-19 168TH STREET,11365,995500,2016-12-29
71-60 170TH STREET,11365,910000,2017-08-31
71-20 171ST   STREET,11365,825000,2017-04-05
71-51 171ST   STREET,11365,795000,2016-10-07
71-25 171ST   STREET,11365,990090,2017-02-15
71-07 171ST STREET,11365,800000,2016-09-29
70-47 174TH   STREET,11365,735000,2017-02-10
70-31 174TH   STREET,11365,780000,2016-10-31
174-06 JEWEL AVENUE,11365,665000,2016-11-18
175-23 73RD   AVENUE,11366,780000,2017-05-31
175-02 JEWEL AVENUE,11365,735000,2016-09-06
164-19 73RD AVENUE,11366,685000,2016-12-13
164-16 72ND AVENUE,11365,650000,2017-03-21
164-43 75TH AVENUE,11366,700000,2017-05-26
164-29 75TH AVENUE,11366,768000,2016-11-07
164-19 75TH ROAD,11366,750000,2016-10-28
164-14 76 ROAD,11366,850000,2017-03-22
164-53 77TH   ROAD,11366,950000,2017-08-16
164-36 77 ROAD,11366,550000,2016-09-20
165-06 78TH   AVENUE,11366,715000,2017-07-05
165-09 UNION TURNPIKE,11366,585000,2017-06-12
165-09 UNION TURNPIKE,11366,410000,2017-03-08
169-19 75TH   AVENUE,11366,800000,2017-01-26
170-09 75TH AVE,11366,1525000,2017-05-26
73-37 171ST   STREET,11366,933000,2017-08-10
73-20 172ND   STREET,11366,785000,2017-01-31
73-20 172 STREET,11366,760000,2016-09-13
73-21 173RD   STREET,11366,330000,2017-07-07
74-14 175 STREET,11366,698888,2017-01-12
175-25 74TH   AVENUE,11366,805000,2017-08-17
75-28 168TH   STREET,11366,720000,2017-04-13
75-03 168 STREET,11366,650000,2016-11-09
75-32 169TH   STREET,11366,820000,2017-07-31
7524 171 ST,11366,890000,2017-04-12
75-08 172ND   STREET,11366,1350000,2016-10-31
75-18 176TH   STREET,11366,810000,2017-07-26
75-27 176TH   STREET,11366,825000,2016-12-29
75-36 UTOPIA PARKWAY,11366,692000,2016-09-14
7656 167 STREET,11366,710000,2017-05-30
7609 167 STREET,11366,550000,2017-06-28
76-07 167TH STREET,11366,715000,2017-08-21
76-01 167TH STREET,11366,768000,2017-02-08
76-35 167TH   STREET,11366,695000,2017-04-28
76-27 168TH   STREET,11366,866000,2017-01-11
77-25 171ST   STREET,11366,725000,2017-04-05
77-01 171ST   STREET,11366,995000,2017-03-10
76-23 171ST   STREET,11366,808500,2016-12-29
77-52 167TH STREET,11366,880000,2017-02-02
77-16 168TH STREET,11366,875000,2016-09-14
77-20 168TH   STREET,11366,865000,2017-07-10
77-34 169TH   STREET,11366,825000,2017-08-28
77-09 169TH   STREET,11366,845000,2017-07-24
77-22 173 STREET,11366,990000,2017-06-22
76-37 172ND   STREET,11366,790000,2016-09-13
76-18 174TH   STREET,11366,899888,2017-04-17
76-26 174TH   STREET,11366,969000,2017-08-23
76-34 174TH   STREET,11366,880000,2017-06-26
7651 173 STREET,11366,1134000,2017-05-24
76-32 175TH   STREET,11366,845000,2016-09-26
76-45 175TH   STREET,11366,800000,2017-02-17
61-28 MAIN STREET,11367,850000,2017-08-04
62-28 136TH   STREET,11367,998000,2017-08-18
146-27 61 ROAD,11367,700000,2017-07-05
146-05 REEVES AVE,11367,990000,2017-06-22
144-39 MELBOURNE AVENUE,11367,246000,2017-01-06
140-04 JEWEL AVENUE,11367,950000,2017-07-18
141-01 70 ROAD,11367,915000,2017-03-09
141-19 72ND   DRIVE,11367,790000,2017-03-22
144-32 69TH ROAD,11367,890000,2017-04-20
70-31 153RD   STREET,11367,980000,2016-09-16
144-50 73RD AVENUE,11367,740000,2017-04-03
144-36 76TH   AVENUE,11367,850000,2017-07-19
147-40 76TH AVE,11367,850000,2016-12-08
71-56 KISSENA BOULEVARD,11367,680000,2016-11-02
150-28 76TH   ROAD,11367,550000,2017-06-20
150-66 78TH AVENUE,11367,1025000,2017-05-12
61-22 157TH   STREET,11367,780000,2017-05-11
61-12 PARSONS BOULEVARD,11365,900000,2017-01-18
6119 PARSONS BLVD,11365,270000,2016-10-27
61-40 161 STREET,11365,999000,2017-07-06
161-09 72ND   AVENUE,11365,1240000,2016-11-22
153-22 76TH ROAD,11367,685000,2017-04-28
158-14 72ND   AVENUE,11365,500000,2016-12-16
158-24 73RD   AVENUE,11366,980000,2017-03-21
158-17 75TH   ROAD,11366,645000,2016-09-29
158-17 76TH   AVENUE,11366,760000,2016-12-16
160-16 79TH   AVENUE,11366,850000,2017-03-29
160-24 72ND   AVENUE,11365,819000,2017-07-19
73-09 160TH   STREET,11366,1390000,2017-04-07
160-40 77TH AVENUE,11366,1155000,2017-06-19
160-17 77TH ROAD,11366,850000,2017-04-12
160-28 78TH AVENUE,11366,960000,2017-08-25
78-02 162ND   STREET,11366,300000,2016-09-27
16226 75 AVENUE,11366,950000,2017-08-11
162-09 78TH   AVENUE,11366,1250000,2016-10-21
61-11 165TH STREET,11365,950000,2016-09-28
61-25 169TH STREET,11365,959000,2017-02-17
170-07 65TH AVENUE,11365,950000,2017-08-16
172-19 65TH AVENUE,11365,1275000,2016-09-28
61-11 172ND STREET,11365,875000,2016-12-08
64-02 174TH STREET,11365,950000,2017-01-20
65-41 169TH   STREET,11365,1100000,2017-03-08
170-09 67TH   AVENUE,11365,725000,2016-10-31
69-35 164TH   STREET,11365,999000,2017-03-15
69-15 165TH STREET,11365,1310000,2016-10-12
69-01 174 STREET,11365,968000,2017-02-10
69-36 175TH STREET,11365,675000,2017-05-19
71-23 165TH STREET,11365,1085000,2016-09-07
71-23 168TH   STREET,11365,720000,2016-11-02
164-23 77TH   AVENUE,11366,280000,2017-05-25
164-27 77TH ROAD,11366,850000,2017-01-23
166-06 76TH   AVENUE,11366,850500,2017-04-28
166-06 76TH   AVENUE,11366,700000,2016-12-09
76-17 170TH   STREET,11366,200000,2016-10-17
77-47 166TH   STREET,11366,760000,2016-09-01
169-05 UNION TURNPIKE,11366,882000,2016-12-14
77-24 170TH STREET,11366,998000,2016-12-28
77-34 170TH STREET,11366,750000,2017-03-06
61-34 138TH STREET,11367,1210000,2017-02-03
147-32 70 AVENUE,11367,1180000,2017-01-04
147-29 70TH ROAD,11367,1475000,2017-06-28
70-41 VLEIGH PLACE,11367,1045000,2017-06-20
72-40 147TH   STREET,11367,1110000,2017-05-03
64-01 155TH   STREET,11367,1500000,2016-12-20
61-12 157TH   STREET,11367,1275000,2017-06-13
65-02 161 STREET,11365,1200000,2017-04-12
61-12 162ND STREET,11365,1450000,2017-03-22
71-59 161ST STREET,11365,1300000,2016-11-01
153-11 76TH ROAD,11367,1270000,2017-08-03
158-31 79TH   AVENUE,11366,970000,2017-08-04
165-17 65TH AVENUE,11365,1300000,2017-06-06
61-42 168TH   STREET,11365,1883762,2017-06-20
61-36 172ND STREET,11365,492500,2017-04-20
61-38 172ND STREET,11365,492500,2017-04-20
71-30 162ND   STREET,11365,510000,2017-03-22
71-32 162ND   STREET,11365,440000,2016-09-14
71-40 162ND   STREET,11365,600000,2017-03-31
71-33 SUTTON PLACE,11365,630000,2017-07-19
71-35 SUTTON PLACE,11365,499000,2016-09-09
71-12 SUTTON PLACE,11365,101000,2017-06-20
71-19 PARK AVENUE,11365,555000,2017-07-03
71-29 PARK AVENUE,11365,538000,2016-11-22
71-50 160TH STREET,11365,400000,2016-11-08
71-54 160TH   STREET,11365,410670,2016-10-28
71-38 163RD   STREET,11365,540000,2016-09-15
71-40 163RD   STREET,11365,460000,2017-01-24
71-40 163RD   STREET,11365,420000,2016-11-16
71-17 163RD   STREET,11365,518000,2016-12-01
75-48 PARSONS BOULEVARD,11366,200506,2017-05-19
75-48 PARSONS BOULEVARD,11366,191681,2017-05-23
75-48 PARSONS BOULEVARD,11366,210382,2017-05-23
75-48 PARSONS BOULEVARD,11366,185569,2017-05-23
75-48 PARSONS BOULEVARD,11366,202510,2017-05-19
75-48 PARSONS BOULEVARD,11366,237712,2017-07-19
75-48 PARSONS BOULEVARD,11366,227543,2017-03-29
75-48 PARSONS BOULEVARD,11366,385320,2017-05-23
75-48 PARSONS BOULEVARD,11366,216200,2017-05-19
75-48 PARSONS BOULEVARD,11366,191681,2017-05-19
75-48 PARSONS BOULEVARD,11366,210382,2017-05-23
75-48 PARSONS BOULEVARD,11366,390390,2017-03-28
75-48 PARSONS BOULEVARD,11366,202510,2017-03-29
75-48 PARSONS BOULEVARD,11366,237712,2017-05-19
75-48 PARSONS BOULEVARD,11366,227543,2017-05-19
75-48 PARSONS BOULEVARD,11366,385320,2017-03-29
75-48 PARSONS BOULEVARD,11366,216200,2017-05-19
75-48 PARSONS BOULEVARD,11366,191681,2017-05-19
75-48 PARSONS BOULEVARD,11366,210382,2017-05-19
75-48 PARSONS BOULEVARD,11366,209917,2017-03-29
75-48 PARSONS BOULEVARD,11366,377208,2017-03-29
75-48 PARSONS BOULEVARD,11366,227543,2017-05-23
61-15 169TH   STREET,11365,140000,2016-09-16
MAIN STREET,0,16000,2016-11-09
154-43 64TH AVENUE,11367,1250000,2016-11-14
76-15 160TH   STREET,11366,949000,2016-10-12
61-15 165TH STREET,11365,875000,2017-02-14
61-36 169TH STREET,11365,1520000,2016-12-14
164-18 77TH   ROAD,11366,965000,2017-07-31
"66-17 PARK DRIVE EAST, A",11367,209000,2016-09-14
"136-59 68 DRIVE, B",11367,167500,2016-09-30
"67-87 136TH STREET, B",11367,162000,2016-11-01
"66-01 PARK DRIVE EAST, B",11367,165000,2016-10-28
"136-39 68TH DRIVE, APT A",11367,260000,2017-01-17
"136-41 68TH DRIVE, A",11367,245000,2017-03-28
"6739 136 STREET, B",11367,250000,2017-05-19
"136-79 68 DRIVE, A",11367,175000,2017-05-26
"67-83 136TH STREET, B",11367,190000,2017-06-14
"67-73 136TH STREET, A",11367,265000,2017-06-30
"136-05 68 DRIVE, B",11367,195000,2017-06-29
"137-15 68TH DRIVE, B",11367,172500,2016-10-11
"137-03 68TH DRIVE, B",11367,230000,2017-01-12
"68-08 138 STREET, A",11367,307000,2017-04-11
"68-16 138TH STREET, B",11367,325000,2017-07-21
"137-53 68TH DRIVE, B",11367,280000,2017-06-29
"68-08 140 STREET, A",11367,227000,2017-03-30
"68-24 140TH STREET, A",11367,200000,2017-05-12
"138-37 68TH DRIVE, NA",11367,220000,2017-05-31
68-10 140TH STREET,11367,205000,2017-07-10
"138-25 68TH DRIVE, 1C",11367,189000,2017-06-28
"138-39 JEWEL AVENUE, 2C",11367,185000,2016-09-08
"138-39 JEWEL AVENUE, 2D",11367,175000,2016-10-18
"138-29 JEWEL AVENUE, 2B",11367,220000,2016-10-13
"138-32 68TH DRIVE, 3D",11367,215000,2016-10-25
"69-12 140TH STREET, 3-D",11367,215000,2016-11-04
"69-26 140TH STREET, A",11367,240000,2016-11-15
"138-42 68TH DRIVE, A",11367,265000,2016-12-23
"138-35 JEWEL AVENUE, 3A",11367,223000,2017-01-23
"138-34 68TH DRIVE, 2C",11367,215000,2017-05-10
"138-66B 68TH DRIVE, B",11367,298000,2017-05-31
"138-48 68TH DR, 1A",11367,240000,2017-07-18
"69-20 140 STREET, B",11367,270000,2017-07-18
"67-01 PARK DRIVE EAST, B",11367,292000,2016-09-27
"6720 136 STREET, B",11367,305000,2016-11-01
"67-18 136 STREET, A",11367,307000,2017-03-23
"68-68 136TH STREET, A",11367,258000,2017-03-22
"68-36 136TH STREET, B",11367,288000,2017-05-04
"6703 PARK DRIVE EAST, B",11367,305000,2017-07-17
"135-09 JEWEL AVENUE, B",11367,330000,2017-08-24
"69-15 136TH STREET, A",11367,164000,2016-09-07
"69-38 138TH STREET, A",11367,170000,2016-09-01
"69-20 138TH STREET, A",11367,200000,2016-09-29
"137-08 68TH DRIVE, B",11367,270000,2016-10-31
"137-04 68TH DR, A",11367,233000,2016-11-30
"6917 136 STREET, 1A",11367,80000,2016-11-29
"137-04 68TH DR, A",11367,233000,2016-11-30
"68-57 136 STREET, A",11367,302000,2016-12-13
"137-06 68TH DRIVE, A",11367,280000,2017-01-05
"137-52 68TH DRIVE, A",11367,262500,2017-01-05
"69-56 138TH STREET, A",11367,206500,2017-01-30
"69-09 136 STREET, A",11367,165000,2017-01-31
